Age Group,State,Average State Income,Scam Type,Contact Method,Amount_lost,Actual_Number_of_Reports,Predicted_Number_of_Reports
65 and over,Queensland,1901,Remote access,Phone call,0,7,3.46
55 - 64,Victoria,1882,Investment,Internet,0,1,1.5
45 - 54,Queensland,1901,Classified,Email,2950,2,3.1
35 - 44,South Australia,1776.9,Hacking,Text message,0,1,1.16
35 - 44,Victoria,1882,Fake charity,Phone call,0,1,1.81
65 and over,New South Wales,1935.7,Rebate,Phone call,0,1,3.66
25 - 34,New South Wales,1935.7,Identity theft,Text message,0,4,5.16
45 - 54,Queensland,1901,Phishing,Phone call,1000,11,12.93
18 - 24,Queensland,1901,Betting and sports investment,Social media/Online forums,0,1,0.43
18 - 24,Queensland,1901,Online shopping,Social media/Online forums,1241.29,4,2.9
25 - 34,New South Wales,1935.7,"Threats to life, arrest or other",Social media/Online forums,0,1,0.92
55 - 64,Western Australia,2094.3,Betting and sports investment,Email,0,1,1.57
45 - 54,Western Australia,2094.3,Classified,Email,4400,3,1.82
25 - 34,Western Australia,2094.3,Other,Email,0,1,2.99
45 - 54,Queensland,1901,Online shopping,Internet,359.88,4,2.34
55 - 64,Victoria,1882,Dating and romance,Social media/Online forums,350980,3,2.47
65 and over,Queensland,1901,Other,Phone call,800,12,7.87
65 and over,New South Wales,1935.7,False billing,Email,1300,78,24.39
18 - 24,Queensland,1901,Dating and romance,Mobile apps,0,1,0.44
35 - 44,South Australia,1776.9,Identity theft,Mail,0,1,0.47
45 - 54,South Australia,1776.9,Identity theft,Email,0,1,2.78
25 - 34,Victoria,1882,Betting and sports investment,Text message,0,1,1.78
55 - 64,New South Wales,1935.7,Dating and romance,Text message,0,2,3.69
35 - 44,New South Wales,1935.7,"Threats to life, arrest or other",Phone call,0,3,1.75
45 - 54,Victoria,1882,False billing,Phone call,0,6,4.51
65 and over,Queensland,1901,Phishing,In person,0,1,12.14
18 - 24,New South Wales,1935.7,Other,Text message,0,1,5.12
45 - 54,Victoria,1882,Mobile premium services,Phone call,0,1,1.92
65 and over,New South Wales,1935.7,Remote access,Social media/Online forums,9946,1,3.07
25 - 34,Queensland,1901,Identity theft,Text message,0,3,4.43
55 - 64,Victoria,1882,Online shopping,Email,452.45,6,8.83
35 - 44,New South Wales,1935.7,Identity theft,Social media/Online forums,67.84,1,3.23
65 and over,Victoria,1882,Classified,Phone call,0,1,4.77
35 - 44,Victoria,1882,"Threats to life, arrest or other",Phone call,0,1,1.83
35 - 44,New South Wales,1935.7,Hacking,Social media/Online forums,0,2,2.31
45 - 54,Queensland,1901,Hacking,Phone call,0,3,2.53
55 - 64,New South Wales,1935.7,False billing,Phone call,0,3,6.18
65 and over,New South Wales,1935.7,Online shopping,Email,0,5,13.13
35 - 44,Queensland,1901,Jobs and employment,Text message,600,1,2.03
35 - 44,Queensland,1901,Other,In person,0,1,1.42
Under 18,New South Wales,1935.7,Remote access,Email,1500,1,12.18
65 and over,New South Wales,1935.7,Ransomware and malware,Internet,0,1,1.12
25 - 34,Victoria,1882,Other,Social media/Online forums,0,1,2.18
45 - 54,Victoria,1882,Other,Email,0,7,6.37
25 - 34,South Australia,1776.9,Online shopping,Social media/Online forums,0,1,0.58
35 - 44,Western Australia,2094.3,Identity theft,Social media/Online forums,0,1,1.93
18 - 24,Victoria,1882,Overpayment,Social media/Online forums,300,1,0.91
55 - 64,New South Wales,1935.7,Phishing,Phone call,0,16,17.48
25 - 34,Queensland,1901,Online shopping,Mobile apps,0,1,1.09
35 - 44,New South Wales,1935.7,False billing,Social media/Online forums,295,2,3.39
65 and over,New South Wales,2126.5,Remote access,Text message,0,1,1.43
25 - 34,Queensland,1901,Remote access,Phone call,0,2,1.45
45 - 54,Victoria,1882,Classified,Social media/Online forums,2519,8,3.28
65 and over,Victoria,1882,Online shopping,Phone call,8200,1,8.78
55 - 64,Victoria,1882,Pyramid schemes,In person,0,1,1.14
65 and over,Queensland,1901,Online shopping,Fax,0,1,3.51
25 - 34,New South Wales,1935.7,Phishing,Phone call,71363.43,13,9.57
55 - 64,Queensland,1901,Hacking,Internet,0,2,1.44
55 - 64,Victoria,1882,Fake charity,Social media/Online forums,0,1,1.48
45 - 54,Queensland,1901,Phishing,Social media/Online forums,0,2,5.72
25 - 34,Victoria,1882,Phishing,Text message,0,47,22.76
45 - 54,South Australia,1776.9,Classified,Mobile apps,0,1,0.67
65 and over,Queensland,1901,"Threats to life, arrest or other",Email,0,3,6.09
65 and over,New South Wales,1935.7,Fake charity,Text message,0,1,5.14
25 - 34,Tasmania,1710.8,Ransomware and malware,Social media/Online forums,0,1,0
25 - 34,South Australia,1776.9,Classified,Email,1600,3,0.95
55 - 64,Queensland,1901,Online shopping,Text message,77.85,3,8.51
Under 18,Victoria,1882,Classified,Social media/Online forums,300,2,0.95
55 - 64,Tasmania,1710.8,Other,Text message,0,1,3.74
65 and over,Western Australia,2094.3,Betting and sports investment,Phone call,0,1,1.31
65 and over,New South Wales,1935.7,Classified,Text message,0,3,7.18
18 - 24,Queensland,1901,Other,Email,0,1,3.65
25 - 34,South Australia,1776.9,Dating and romance,Social media/Online forums,0,1,0.02
55 - 64,Queensland,1901,Online shopping,Social media/Online forums,1762.87,4,4.79
45 - 54,New South Wales,1935.7,Overpayment,In person,178,1,1.12
55 - 64,Northern Territory,1845.8,Phishing,Text message,0,1,11.76
65 and over,Victoria,1882,Dating and romance,Internet,0,1,1.52
25 - 34,New South Wales,1935.7,Classified,In person,0,1,1.22
65 and over,Northern Territory,1845.8,Phishing,Email,0,1,26.03
35 - 44,Western Australia,2094.3,Other,Email,0,1,3.85
18 - 24,Northern Territory,1845.8,Other,Text message,0,1,0.29
18 - 24,Victoria,1882,"Threats to life, arrest or other",Phone call,311789.15,1,1.88
18 - 24,Victoria,1882,Classified,Social media/Online forums,741,2,2.4
35 - 44,Western Australia,2094.3,Rebate,Email,0,1,0.62
18 - 24,Queensland,1901,Online shopping,Internet,172.29,1,0.95
55 - 64,South Australia,1776.9,Phishing,Text message,0,30,22.83
35 - 44,Western Australia,2094.3,Online shopping,Social media/Online forums,750,3,2.03
55 - 64,Queensland,1901,Rebate,Social media/Online forums,0,1,1.28
65 and over,Western Australia,2094.3,Phishing,Text message,1366.99,63,81.36
65 and over,New South Wales,1935.7,Other,Internet,105,4,5.04
18 - 24,New South Wales,1935.7,Classified,Mobile apps,0,1,1.03
35 - 44,Queensland,1901,Pyramid schemes,In person,0,1,0.92
45 - 54,Victoria,1882,Other,In person,0,1,2
25 - 34,Queensland,1901,Investment,Social media/Online forums,8361.9,2,1.9
45 - 54,Victoria,1882,Identity theft,Social media/Online forums,0,2,2.94
55 - 64,Western Australia,2094.3,"Travel, prizes and lottery",Mail,0,2,0.58
55 - 64,Victoria,1882,"Threats to life, arrest or other",Text message,0,3,3.55
25 - 34,Queensland,1901,Online shopping,Social media/Online forums,1446.8,6,3.3
55 - 64,Tasmania,1710.8,Identity theft,Email,0,1,2.28
25 - 34,Queensland,1901,Other,Text message,0,7,5.26
55 - 64,New South Wales,1935.7,"Travel, prizes and lottery",Text message,0,3,3.69
55 - 64,South Australia,1776.9,False billing,Email,0,8,6.05
65 and over,Victoria,1882,Identity theft,Text message,0,16,9.07
25 - 34,South Australia,1776.9,False billing,Email,0,1,3.19
65 and over,Western Australia,2094.3,Online shopping,Mobile apps,0,1,1.74
25 - 34,South Australia,1776.9,Remote access,Phone call,0,3,0.7
45 - 54,South Australia,1776.9,Health and medical products,Email,1000,2,0.92
45 - 54,Queensland,1901,Phishing,Social media/Online forums,0,2,5.72
25 - 34,South Australia,1776.9,Other,Social media/Online forums,230,1,0.89
45 - 54,Queensland,1901,Jobs and employment,Phone call,0,1,1.61
45 - 54,New South Wales,1935.7,Dating and romance,Internet,0,1,1.1
35 - 44,New South Wales,1935.7,Classified,Mobile apps,250,2,1.77
18 - 24,Queensland,1901,Identity theft,Phone call,0,1,2.06
35 - 44,South Australia,1776.9,Online shopping,Email,777,1,3.94
25 - 34,New South Wales,1935.7,Other,Email,500,2,5.94
45 - 54,Northern Territory,1845.8,Hacking,Social media/Online forums,0,1,0.34
65 and over,New South Wales,1935.7,Dating and romance,Email,0,3,6.57
45 - 54,Victoria,1882,Investment,Phone call,91000,2,2.83
55 - 64,New South Wales,2126.5,inheritance and unexpected money,Email,0,1,0
18 - 24,New South Wales,1935.7,Health and medical products,Text message,0,1,1.31
45 - 54,Queensland,1901,Phishing,Text message,0,30,32.05
45 - 54,Queensland,1901,Identity theft,Phone call,475,2,3.7
45 - 54,Queensland,1901,"Threats to life, arrest or other",Email,0,3,1.87
55 - 64,New South Wales,1935.7,"Travel, prizes and lottery",Text message,0,3,3.69
35 - 44,New South Wales,1935.7,Mobile premium services,Phone call,0,3,1.73
25 - 34,Victoria,1882,False billing,Mail,0,1,1.73
55 - 64,Victoria,1882,Ransomware and malware,Email,0,1,3.17
18 - 24,New South Wales,2126.5,Mobile premium services,Phone call,0,1,0
25 - 34,Western Australia,2094.3,Pyramid schemes,Mobile apps,0,1,0.18
45 - 54,New South Wales,1935.7,False billing,Mail,0,1,2.71
65 and over,New South Wales,1935.7,Other,Email,400,25,18.25
65 and over,Tasmania,1710.8,Identity theft,Phone call,0,2,2.01
65 and over,New South Wales,1935.7,Phishing,Mobile apps,1,2,15.87
65 and over,South Australia,1776.9,inheritance and unexpected money,Mail,0,1,0
35 - 44,Queensland,1901,Online shopping,Email,62,3,5.4
18 - 24,New South Wales,1935.7,False billing,Phone call,0,2,3.2
35 - 44,New South Wales,1935.7,Investment,Phone call,265000,2,2.64
55 - 64,Victoria,1882,False billing,Phone call,0,3,5.55
25 - 34,Victoria,1882,False billing,Phone call,0,2,3.73
18 - 24,New South Wales,1935.7,Classified,Internet,5150,2,2.15
45 - 54,Victoria,1882,Remote access,Email,0,4,2.48
25 - 34,South Australia,1776.9,Classified,Text message,0,1,0.67
55 - 64,Victoria,1882,Identity theft,Email,0,5,6.26
35 - 44,New South Wales,2126.5,False billing,Email,0,2,3.1
45 - 54,New South Wales,1935.7,Hacking,Internet,0,1,1.8
55 - 64,Tasmania,1710.8,Online shopping,Internet,168.65,1,0.5
35 - 44,Victoria,1882,Remote access,Mobile apps,0,1,1.32
25 - 34,New South Wales,1935.7,Ransomware and malware,Email,0,1,1.34
Under 18,Victoria,1882,False billing,Text message,0,2,5.05
Under 18,Western Australia,2094.3,Online shopping,Mobile apps,130,1,0
55 - 64,New South Wales,1935.7,Jobs and employment,Email,0,1,3.51
25 - 34,Queensland,1901,Identity theft,Internet,0,1,1.4
55 - 64,New South Wales,1935.7,False billing,Mail,0,1,3.43
25 - 34,New South Wales,1935.7,Other,In person,885,2,2.84
55 - 64,South Australia,1776.9,Dating and romance,Social media/Online forums,0,1,0.25
25 - 34,New South Wales,2126.5,False billing,Email,0,1,2.36
35 - 44,New South Wales,1935.7,Online shopping,In person,0,1,2.03
65 and over,South Australia,1776.9,False billing,Text message,0,6,9.08
25 - 34,New South Wales,1935.7,Classified,Mobile apps,1000,1,2.06
55 - 64,Western Australia,2094.3,Investment,Email,3996,1,2.05
55 - 64,Queensland,1901,Other,Text message,0,7,8.38
35 - 44,Queensland,1901,"Threats to life, arrest or other",In person,0,1,0.95
55 - 64,South Australia,1776.9,False billing,Text message,0,3,6.17
25 - 34,New South Wales,1935.7,Other,Phone call,0,6,3.77
55 - 64,Victoria,1882,Other,Text message,41,6,8.71
55 - 64,South Australia,1776.9,Rebate,Email,0,1,1.24
35 - 44,Victoria,1882,Overpayment,Phone call,0,1,1.81
65 and over,Queensland,1901,Identity theft,Text message,0,13,8.73
55 - 64,Queensland,1901,Online shopping,Text message,450,7,8.78
45 - 54,Victoria,1882,Classified,Social media/Online forums,700,8,3.13
65 and over,New South Wales,1935.7,inheritance and unexpected money,Email,0,2,5.95
25 - 34,Queensland,1901,Classified,Mobile apps,0,1,0.94
55 - 64,New South Wales,2126.5,Other,Phone call,0,1,2.11
55 - 64,Western Australia,2094.3,Online shopping,Text message,0,5,6.13
25 - 34,South Australia,1776.9,Phishing,Phone call,2180,2,1.65
55 - 64,South Australia,1776.9,Hacking,Social media/Online forums,0,1,1.17
25 - 34,South Australia,1776.9,Investment,Social media/Online forums,0,2,0.29
25 - 34,New South Wales,1935.7,Remote access,Phone call,0,1,1.71
18 - 24,South Australia,1776.9,"Threats to life, arrest or other",Phone call,0,1,0.02
35 - 44,New South Wales,1935.7,Identity theft,In person,0,1,2.35
25 - 34,South Australia,1776.9,Pyramid schemes,Social media/Online forums,0,1,0.17
45 - 54,New South Wales,1935.7,inheritance and unexpected money,Text message,0,1,2.62
45 - 54,Victoria,1882,Other,Email,0,4,6.37
25 - 34,Queensland,1901,"Threats to life, arrest or other",Email,0,1,1.17
65 and over,Queensland,1901,inheritance and unexpected money,Email,0,15,5.47
55 - 64,New South Wales,1935.7,"Travel, prizes and lottery",Mail,0,1,1.13
55 - 64,Western Australia,2094.3,Remote access,Phone call,3500,2,1.99
35 - 44,Queensland,1901,Identity theft,Phone call,0,2,3.4
25 - 34,New South Wales,1935.7,Other,Mobile apps,0,1,1.7
35 - 44,New South Wales,1935.7,Investment,Internet,28500,1,2.2
18 - 24,New South Wales,1935.7,Other,Email,0,1,4.39
65 and over,Tasmania,1710.8,Classified,Email,0,1,3.39
18 - 24,New South Wales,2126.5,"Threats to life, arrest or other",Phone call,10000,1,0.47
35 - 44,Queensland,1901,Online shopping,Internet,367.52,6,2.03
45 - 54,Queensland,1901,Remote access,Phone call,6700,4,2.5
55 - 64,New South Wales,1935.7,Ransomware and malware,Email,0,3,3.31
45 - 54,New South Wales,1935.7,Hacking,Email,0,6,3.42
35 - 44,South Australia,1776.9,Hacking,Phone call,0,1,1.66
18 - 24,South Australia,1776.9,False billing,Mobile apps,342,1,0.07
18 - 24,Western Australia,2094.3,"Threats to life, arrest or other",Social media/Online forums,0,1,0.03
55 - 64,New South Wales,2126.5,Identity theft,Email,0,1,2.62
25 - 34,Queensland,1901,Online shopping,Social media/Online forums,407.11,6,2.47
35 - 44,Queensland,1901,Jobs and employment,Text message,0,1,1.93
25 - 34,Western Australia,2094.3,Classified,Phone call,70,1,1.17
55 - 64,Queensland,1901,Other,Text message,0,11,8.38
18 - 24,New South Wales,1935.7,"Travel, prizes and lottery",Mail,0,1,0.56
55 - 64,Queensland,1901,Investment,Social media/Online forums,750000,2,2.41
65 and over,New South Wales,2126.5,Health and medical products,Text message,0,1,0.54
18 - 24,New South Wales,1935.7,"Threats to life, arrest or other",Phone call,0,2,1.05
Under 18,New South Wales,1935.7,"Travel, prizes and lottery",Text message,0,1,0
65 and over,New South Wales,1935.7,Fake charity,Phone call,0,2,3.09
65 and over,Tasmania,1710.8,Remote access,Phone call,0,1,0.55
35 - 44,Victoria,1882,Phishing,Text message,0,21,26.12
55 - 64,Western Australia,2094.3,Other,Email,0,5,5.58
35 - 44,Tasmania,1710.8,Classified,Social media/Online forums,0,1,1.06
35 - 44,Victoria,1882,Investment,Phone call,150000,1,2.72
35 - 44,New South Wales,1935.7,False billing,Phone call,5400,8,5.37
65 and over,Victoria,1882,False billing,Phone call,0,2,7.99
18 - 24,New South Wales,1935.7,Rebate,Email,0,1,1.04
55 - 64,New South Wales,1935.7,Dating and romance,Mobile apps,23000,1,2.04
35 - 44,Queensland,1901,Betting and sports investment,Mobile apps,0,1,0.92
35 - 44,Queensland,1901,Overpayment,Internet,0,1,0.8
65 and over,Queensland,1901,Ransomware and malware,Email,0,6,5.47
Under 18,Victoria,1882,Overpayment,Text message,606,1,4.57
65 and over,South Australia,1776.9,Overpayment,Mail,0,1,0
35 - 44,New South Wales,1935.7,"Travel, prizes and lottery",In person,600,1,1.6
65 and over,Northern Territory,1845.8,Classified,Social media/Online forums,200,1,0
65 and over,Queensland,1901,Health and medical products,Email,0,6,5.47
35 - 44,Western Australia,2094.3,"Travel, prizes and lottery",Social media/Online forums,0,1,0.56
55 - 64,Queensland,1901,Identity theft,Text message,0,14,6.2
25 - 34,Queensland,1901,Other,Phone call,0,1,3.03
65 and over,Western Australia,2094.3,Classified,Text message,0,1,3.9
45 - 54,New South Wales,1935.7,Dating and romance,Email,0,1,2.35
25 - 34,New South Wales,1935.7,False billing,Phone call,0,2,4.14
45 - 54,Victoria,1882,Investment,Phone call,1141.84,3,2.8
45 - 54,Queensland,1901,Jobs and employment,Text message,0,1,2.23
25 - 34,Queensland,1901,Jobs and employment,Phone call,15000,1,1.79
18 - 24,Western Australia,2094.3,Other,Social media/Online forums,0,1,0.28
18 - 24,New South Wales,1935.7,Remote access,Text message,0,1,1.67
55 - 64,New South Wales,1935.7,Rebate,Phone call,0,2,2.5
35 - 44,Victoria,1882,Phishing,Phone call,2600,9,11.62
55 - 64,New South Wales,1935.7,Online shopping,Phone call,0,2,5.81
35 - 44,Queensland,1901,inheritance and unexpected money,Mail,0,2,0.92
45 - 54,Queensland,1901,Investment,Social media/Online forums,84000,1,2.33
18 - 24,New South Wales,1935.7,Remote access,Phone call,0,1,1.32
65 and over,Western Australia,2094.3,Other,Phone call,0,5,4.99
65 and over,New South Wales,1935.7,Remote access,Phone call,8500,4,4.33
65 and over,New South Wales,1935.7,Online shopping,Internet,148,4,5.04
65 and over,New South Wales,2126.5,inheritance and unexpected money,Email,0,1,1.34
65 and over,South Australia,1776.9,Online shopping,Internet,279.23,2,2.7
55 - 64,Victoria,1882,Identity theft,Phone call,0,4,4.27
55 - 64,Queensland,1901,Rebate,Text message,0,1,3.21
45 - 54,Victoria,1882,Classified,Internet,192.5,3,1.82
35 - 44,New South Wales,1935.7,Health and medical products,In person,0,1,1.05
35 - 44,New South Wales,1935.7,Hacking,Email,770,10,3.21
65 and over,Western Australia,2094.3,Hacking,Text message,0,1,3.9
18 - 24,New South Wales,1935.7,Investment,Text message,0,1,1.67
18 - 24,Western Australia,2094.3,Jobs and employment,Social media/Online forums,0,1,0.03
35 - 44,Victoria,1882,Rebate,Text message,0,3,2.26
18 - 24,Victoria,1882,Mobile premium services,Phone call,0,1,1.1
55 - 64,Queensland,1901,Other,Email,0,12,7.82
18 - 24,New South Wales,1935.7,Rebate,Text message,0,1,1.4
45 - 54,New South Wales,1935.7,False billing,Email,1525,9,8.26
35 - 44,Victoria,1882,Classified,Social media/Online forums,3176,11,3.17
65 and over,New South Wales,1935.7,Identity theft,Internet,0,2,3.41
65 and over,Victoria,1882,Online shopping,Phone call,0,2,7.62
25 - 34,New South Wales,2126.5,Other,Phone call,0,5,1.58
65 and over,New South Wales,2126.5,Mobile premium services,Phone call,0,1,0.37
45 - 54,South Australia,1776.9,Remote access,Mail,0,1,0.38
25 - 34,New South Wales,1935.7,Investment,Mobile apps,12000,1,1.87
